A,B,C,D,F
54,43,1,6,1
21,10,0,12,0
35,2,3,0,0
29,1,2,1,5
59,16,3,2,0
21,40,2,11,2
56,7,3,12,5
51,45,0,6,3
64,43,0,2,0
28,26,3,10,2
62,40,2,9,5
18,37,2,2,0
25,61,0,6,2
35,49,2,0,5
14,26,1,6,4
28,22,3,10,1
24,3,2,0,1
41,31,0,6,3
58,49,2,3,3
40,2,0,6,0
47,16,2,4,5
53,31,0,8,1
15,19,2,8,4
46,24,0,2,0
2,35,1,6,1
57,65,0,1,5
33,35,0,8,0
67,48,3,2,1
38,13,3,5,2
51,51,1,2,3
59,65,3,3,0
41,26,3,7,2
1,57,1,9,3
46,30,1,4,0
4,43,3,3,2
68,26,3,8,5
53,14,1,6,2
3,64,1,8,5
39,40,1,5,0
6,33,3,5,1
7,0,2,5,5
3,37,2,0,5
64,58,2,6,4
33,31,2,6,4
19,47,3,6,5
29,10,1,7,1
18,17,0,11,0
30,0,1,5,5
13,46,0,12,1
15,2,0,10,4
5,28,3,6,4
57,33,3,11,3
4,40,3,4,4
28,55,2,2,4
35,18,1,4,0
32,52,3,2,3
49,5,2,6,5
61,60,2,11,0
21,46,2,3,2
1,61,0,4,2
0,19,0,8,0
46,52,2,10,3
32,33,1,2,0
41,23,0,3,0
21,34,2,6,4
27,18,3,9,0
11,68,2,4,0
34,34,3,3,3
14,16,3,11,2
48,59,2,11,0
33,13,3,2,1
53,16,3,9,4
45,5,3,9,2
70,58,3,12,4
29,24,2,1,1
15,31,2,5,3
38,55,0,10,3
65,70,0,12,0
1,32,0,1,5
1,8,3,12,2
31,32,0,5,0
5,12,3,10,0
13,40,1,0,5
17,38,3,5,2
55,67,0,7,0
70,35,0,1,5
53,69,0,8,0
41,23,1,0,1
19,4,3,9,2
34,44,3,10,1
26,6,2,7,2
41,34,2,4,5
0,19,2,0,4
65,26,3,2,1
67,49,1,11,0
38,27,3,7,5
63,45,1,8,3
44,7,3,8,1
33,1,0,8,2
69,44,1,6,3
62,60,2,8,2
10,38,2,10,4
55,4,3,5,4
44,49,2,1,1
0,14,2,2,4
65,16,3,4,4
30,11,3,12,3
22,53,2,5,5
42,33,0,5,1
45,66,0,2,0
3,28,1,4,0
0,65,2,1,5
50,67,1,2,2
53,10,1,10,0
37,68,3,10,1
41,60,1,10,0
69,36,2,8,1
70,43,1,10,1
0,19,2,3,4
1,52,3,4,0
58,24,1,10,1
58,17,3,3,4
15,52,3,4,5
9,25,3,1,1
25,48,3,1,5
4,34,3,1,0
36,21,1,2,0
70,55,0,5,1
56,39,3,7,4
0,55,2,8,1
33,19,0,8,5
56,69,2,11,5
26,37,1,6,1
63,39,2,0,4
19,30,0,2,5
48,62,2,2,4
43,44,1,9,4
68,2,2,12,2
3,34,1,3,1
19,27,3,0,2
21,24,0,1,3
53,50,0,8,2
41,10,1,4,2
53,22,0,10,3
0,59,3,1,3
41,27,3,4,5
56,4,2,1,4
42,16,0,1,5
70,66,0,12,5
24,10,1,7,0
13,4,0,6,1
37,44,0,3,2
41,54,0,6,4
23,68,3,12,0
61,65,2,4,2
30,70,1,10,3
16,60,1,7,5
3,35,2,11,3
41,23,1,0,4
26,10,0,0,4
51,61,3,11,5
26,17,1,11,1
13,33,3,8,4
42,40,1,12,0
39,27,3,5,5
64,49,2,3,1
23,17,1,4,4
53,53,3,1,3
7,62,1,7,0
37,41,3,7,4
55,32,2,11,1
33,22,2,5,0
37,38,3,3,4
20,47,1,6,3
61,63,1,10,1
52,17,1,3,2
35,12,1,1,0
0,51,1,3,1
22,18,2,9,4
28,36,2,6,5
16,8,0,3,0
62,37,1,8,4
0,1,1,5,0
64,64,0,5,5
55,5,3,5,5
57,33,3,9,4
5,31,2,2,1
49,59,1,6,4
49,13,3,5,5
49,28,3,7,0
29,36,2,1,2
52,17,1,12,3
48,33,0,9,0
20,63,1,2,2
37,11,0,5,4
62,21,3,11,5
4,20,1,1,4
4,61,1,11,2
53,53,1,9,2
52,59,2,7,4
1,57,1,4,3
11,17,3,2,2
32,11,0,6,1
33,45,3,11,5
33,5,0,6,5
34,44,0,9,2
50,8,3,7,3
15,7,3,5,1
36,42,1,2,0
36,10,3,8,3
32,37,2,6,2
33,44,1,6,3
0,56,1,10,1
44,50,1,0,5
20,38,3,3,3
5,41,0,3,4
39,24,2,9,0
34,40,1,7,5
33,33,1,5,1
38,0,3,1,2
44,45,3,1,0
20,44,0,5,5
26,41,1,0,4
54,21,2,6,1
46,5,1,2,3
58,36,2,1,1
50,13,2,12,3
13,45,2,7,1
43,30,2,6,0
33,55,1,11,5
34,47,0,4,3
62,35,2,8,1
39,1,2,5,4
41,46,3,11,0
39,5,1,11,3
16,19,0,0,0
54,8,2,7,1
37,17,0,6,5
25,46,1,9,4
43,44,1,1,3
53,51,2,3,4
66,11,0,6,4
28,58,3,6,3
14,39,0,11,4
45,65,2,6,0
15,5,1,11,2
64,4,2,3,2
62,11,1,7,1
4,45,0,7,3
37,35,1,12,1
54,35,0,5,5
17,13,0,12,1
36,20,2,4,0
57,35,2,6,3
59,54,2,9,0
66,47,1,2,2
58,27,3,7,5
70,29,3,5,1
7,25,2,4,1
1,61,3,4,1
33,4,1,0,3
25,43,3,9,3
6,2,0,12,0
46,51,2,0,3
45,54,3,9,5
37,7,2,8,1
52,61,1,11,1
8,31,3,4,3
64,2,2,4,1
55,34,1,6,5
45,33,0,5,2
10,37,0,8,3
23,16,1,9,5
67,64,3,3,2
32,55,2,9,4
17,6,0,3,3
10,5,0,9,0
20,19,1,6,2
60,19,0,0,0
21,20,0,0,1
13,64,3,1,5
59,4,3,9,3
21,35,1,2,2
40,10,1,11,2
18,67,0,9,2
60,47,2,8,0
26,44,3,4,4
61,46,1,6,2
33,24,0,12,2
61,24,1,11,3
68,34,1,6,1
61,20,1,9,5
66,31,3,6,4
28,64,3,5,2
37,58,2,2,1
66,49,2,1,3
25,19,3,0,1
0,31,1,7,3
54,30,1,8,5
58,40,1,6,2
68,52,2,12,0
49,48,3,6,3
55,1,1,9,3
52,70,3,6,3
9,43,1,10,2
60,38,0,0,5
55,69,1,0,1
59,66,2,11,1
47,60,0,7,1
56,4,0,6,1
42,0,3,6,2
45,69,3,9,0
42,27,2,6,4
13,59,2,4,0
35,26,2,2,1
67,62,0,6,5
42,62,1,8,1
59,40,3,2,5
6,24,2,3,1
11,1,3,4,2
20,44,0,4,4
57,7,3,12,1
20,40,0,3,1
18,47,0,6,3
61,39,0,6,5
57,15,1,3,2
16,70,1,5,3
7,49,3,10,2
66,45,3,5,5
43,14,1,6,5
33,19,3,10,1
48,33,0,5,3
21,53,2,1,1
31,42,2,12,5
17,15,1,10,3
5,65,0,11,4
19,0,2,8,0
12,23,2,1,3
60,28,2,4,4
10,35,3,12,1
45,42,1,2,3
39,63,3,5,3
34,25,0,3,2
36,61,0,12,5
22,1,3,7,4
59,59,0,4,0
0,7,2,12,4
13,28,3,4,5
48,56,3,7,1
15,15,1,7,1
20,66,0,0,1
21,2,0,2,0
26,59,2,0,2
36,50,3,1,2
55,57,0,9,5
19,0,3,9,5
44,12,3,7,2
30,42,0,6,4
58,66,2,7,1
50,25,3,4,4
43,69,2,9,1
58,21,1,9,1
53,43,0,12,0
57,12,0,11,0
28,48,2,8,4
27,67,3,7,2
26,37,3,8,3
22,60,1,9,3
21,24,3,11,5
64,51,3,11,2
8,37,2,6,2
19,7,1,2,4
42,4,1,6,3
23,34,2,10,4
3,4,2,2,4
51,44,2,8,3
52,61,2,5,4
48,58,3,1,2
3,57,1,7,2
34,34,2,5,2
55,15,0,9,0
70,43,2,6,4
27,47,3,9,1
31,53,2,6,4
32,53,0,9,0
38,11,0,6,4
20,2,2,4,2
39,14,0,10,5
34,60,0,7,4
17,54,0,1,4
17,66,0,4,3
32,16,1,5,0
25,53,0,1,2
40,16,2,8,3
10,62,3,3,0
7,23,2,5,0
29,63,2,9,2
18,23,2,6,2
8,49,3,8,5
51,8,2,0,0
11,30,2,7,5
65,7,0,8,5
22,11,0,6,3
0,28,1,7,2
2,3,1,7,2
62,47,2,3,4
1,30,1,3,4
56,53,2,8,4
67,51,0,3,4
38,28,1,8,3
6,63,1,8,2
29,28,0,8,2
26,12,2,12,0
26,38,2,3,3
11,31,2,10,4
6,52,0,3,2
12,5,1,3,1
63,38,2,0,2
15,61,0,12,5
10,70,3,4,0
34,50,2,4,2
13,34,2,0,4
12,42,0,8,3
51,18,3,7,1
30,15,1,8,5
30,44,2,2,4
6,28,3,12,4
24,65,0,11,0
40,51,2,3,4
70,31,3,12,5
35,36,3,10,5
36,39,3,8,4
47,26,1,2,2
28,27,1,5,2
58,48,0,0,1
23,57,0,3,5
33,20,2,2,2
10,21,1,7,0
44,63,2,2,4
44,29,3,11,5
29,29,2,9,4
67,62,0,4,5
12,57,0,8,1
31,37,0,4,4
57,9,1,8,1
61,65,1,8,2
62,37,0,1,0
35,45,3,7,2
13,11,2,8,2
47,14,0,7,3
67,27,2,7,0
7,34,0,11,3
69,55,0,5,5
1,51,1,11,0
0,45,2,0,4
33,37,2,7,4
41,15,3,3,1
42,11,0,12,2
43,29,3,2,4
12,29,1,3,0
49,52,3,1,2
14,12,3,1,3
65,8,0,12,0
31,54,2,11,5
65,59,3,1,3
41,10,1,9,1
57,41,0,10,3
48,8,1,11,3
67,39,1,5,5
45,60,2,2,3
16,8,0,2,1
67,56,0,0,5
8,19,2,12,3
7,15,2,7,2
45,14,1,5,3
7,61,1,4,1
64,64,2,3,4
8,66,2,9,4
23,53,2,1,4
25,67,3,4,5
64,55,2,6,5
27,25,0,9,1
63,25,3,3,1
36,5,1,8,2
41,13,0,2,0
41,26,0,12,0
11,34,1,7,4
27,35,0,0,5
58,19,0,10,3
0,6,1,4,5
13,42,0,6,2
60,35,3,1,5
9,62,3,0,3
70,6,0,11,3
68,34,3,7,0
13,13,1,12,4
24,53,0,1,4
30,19,3,2,4
14,56,1,3,0
11,12,3,11,4
69,13,0,12,2
9,54,2,0,0
6,12,2,11,2
12,46,0,8,0
60,30,2,5,0
38,14,3,2,3
68,11,2,0,3
43,3,1,6,1
21,1,3,2,2
9,61,0,10,2
41,59,0,1,2
61,4,2,8,4
69,62,3,3,1
21,5,3,0,4
62,47,2,9,5
51,52,0,1,1
57,12,0,0,1
35,10,2,2,1
48,28,1,12,5
11,0,2,12,3
13,41,1,7,4
63,8,3,1,2
10,51,0,5,5
11,55,3,11,5
61,5,0,12,0
59,5,3,0,2
30,64,1,10,2
68,56,2,0,0
15,6,0,11,5
6,67,2,4,2
6,42,3,5,2
6,51,1,3,1
13,37,3,6,0
16,57,0,3,4
34,22,1,10,2
14,61,3,6,4
49,41,3,2,1
23,38,3,11,4
31,53,1,11,4
61,62,0,8,4
34,29,1,7,2
9,9,3,7,0
40,58,3,0,4
15,25,3,0,2
56,50,0,3,0
7,19,2,7,3
37,46,0,10,3
22,38,0,7,0
35,66,0,11,5
12,20,1,9,3
58,70,3,12,1
7,46,0,2,0
9,9,2,0,3
31,3,2,3,5
47,35,0,0,4
63,48,0,9,3
17,64,2,9,0
30,39,1,3,0
6,60,2,4,1
19,47,2,6,0
55,14,2,0,2
56,66,0,9,0
6,65,2,12,5
62,16,2,9,4
48,35,0,12,4
63,57,0,10,0
46,25,1,1,2
38,19,2,3,1
45,12,2,8,5
48,54,0,9,3
9,65,1,2,0
70,11,0,2,0
57,13,3,10,4
25,62,2,0,5
16,6,2,2,2
1,4,2,3,4
9,3,3,11,1
9,70,1,9,0
35,69,1,7,4
51,34,2,2,1
68,33,1,9,1
39,65,0,5,1
7,9,2,2,4
28,13,3,5,1
53,15,1,4,0
29,67,1,12,1
45,28,1,1,1
27,4,1,8,2
14,60,2,0,2
56,30,1,5,3
35,14,3,0,0
49,45,2,0,0
44,34,1,5,5
12,43,1,12,1
67,17,3,11,2
3,32,1,1,0
0,27,2,4,1
17,8,3,4,0
41,10,3,8,0
21,13,2,11,2
22,38,3,9,4
61,45,3,4,3
69,4,3,4,3
11,14,2,3,5
32,61,0,6,2
68,32,3,3,0
39,11,1,3,2
52,36,0,8,4
20,40,0,2,5
64,67,1,1,0
18,70,1,1,2
59,42,2,3,0
0,5,1,0,1
35,11,0,3,1
54,40,0,3,1
29,1,0,9,4
36,36,3,1,3
59,13,3,9,0
10,52,0,6,4
56,5,2,0,3
67,3,0,9,2
5,37,0,10,5
20,65,2,9,1
6,70,3,1,3
29,62,1,6,3
64,60,0,1,3
31,24,2,1,4
8,1,0,7,0
3,50,2,12,0
65,14,3,11,1
55,69,2,12,3
12,33,1,11,1
12,7,1,6,0
29,36,2,12,4
11,28,2,7,2
8,65,0,12,3
69,68,1,12,3
20,9,0,6,0
46,28,0,6,1
66,23,1,10,3
20,58,0,2,0
45,10,2,10,3
21,47,3,2,5
8,29,3,0,4
60,1,2,3,4
19,54,3,4,1
67,41,2,6,5
7,15,2,2,3
9,56,0,6,0
13,29,0,6,3
42,61,0,8,3
48,61,0,10,5
4,68,1,4,5
66,47,1,4,0
62,11,3,7,0
34,48,2,5,3
6,22,3,7,1
70,1,2,11,1
36,18,2,12,1
3,36,3,2,2
15,62,2,11,5
12,60,2,10,0
8,55,3,12,3
58,59,3,11,4
5,67,2,0,5
60,51,2,7,5
41,58,1,0,4
17,52,2,6,2
41,24,1,10,1
67,32,3,4,1
42,34,3,5,2
12,5,1,8,0
32,2,2,8,2
51,68,1,0,2
50,14,1,0,0
23,11,0,12,3
22,22,3,9,3
15,18,3,7,1
52,29,0,4,4
32,70,3,11,0
68,48,0,6,0
20,55,2,8,3
35,46,1,7,3
7,47,2,9,2
33,65,1,12,3
67,37,0,9,3
37,44,0,7,2
66,20,2,1,3
54,5,1,0,5
61,66,0,7,2
62,68,2,3,4
52,9,0,11,0
70,5,0,0,4
44,51,1,11,3
1,31,2,1,5
42,29,1,8,5
10,26,2,1,3
64,18,2,9,0
57,30,0,1,3
5,48,3,8,2
12,1,0,9,4
69,41,3,6,1
7,4,2,5,4
19,15,2,10,4
15,14,1,4,2
1,54,1,4,4
31,30,1,5,1
49,10,0,4,2
13,31,1,2,5
46,60,2,9,1
54,16,0,12,4
53,24,3,9,4
70,5,1,4,3
51,48,3,12,4
69,39,3,10,1
2,15,0,7,5
33,18,2,11,0
68,59,1,9,4
33,54,3,6,3
15,14,3,2,4
19,24,1,10,0
37,18,1,6,4
62,42,2,0,1
58,57,0,5,1
60,68,3,5,1
23,48,1,1,0
70,11,0,5,3
61,15,1,1,5
16,13,3,6,1
70,51,3,4,4
0,63,3,2,4
23,48,3,9,4
2,36,2,10,3
7,27,0,2,1
30,60,0,8,2
49,50,1,2,3
69,22,1,10,3
0,37,3,0,3
64,4,1,11,3
34,51,2,4,3
63,32,0,10,4
53,17,3,3,5
1,51,2,11,3
14,7,0,7,5
25,40,3,9,1
30,17,0,0,4
47,5,2,3,5
11,15,3,10,1
54,28,0,1,1
28,16,3,9,2
6,6,0,12,1
48,27,0,5,2
3,33,2,7,4
24,62,1,1,4
30,39,1,7,0
58,40,3,6,4
51,2,3,3,5
13,63,3,1,2
56,30,0,0,2
27,66,0,6,2
48,70,0,1,4
19,55,0,12,4
23,57,0,6,4
45,23,3,7,4
52,54,2,1,3
64,39,2,1,5
14,8,2,1,2
14,13,3,6,3
29,54,3,1,4
47,32,0,3,0
10,48,0,12,1
44,36,2,10,2
23,25,3,1,4
1,48,3,4,4
30,65,0,0,2
30,26,1,9,2
39,13,3,5,4
24,5,3,11,0
59,39,2,4,2
46,19,3,9,0
40,22,2,11,5
3,9,2,12,1
26,3,1,11,3
24,22,3,7,2
12,69,3,9,5
37,36,2,6,2
19,59,1,8,4
1,3,0,11,3
17,49,0,10,3
21,45,0,11,2
31,18,2,12,5
17,62,1,12,1
59,65,0,2,5
21,32,2,1,4
30,50,0,8,5
56,41,1,9,5
7,24,2,8,4
63,64,2,1,0
58,34,0,5,1
15,46,1,10,1
17,53,2,6,5
43,8,3,12,1
9,69,1,3,4
34,37,3,4,0
52,22,0,10,1
5,42,2,0,4
28,8,1,8,0
44,41,1,10,3
44,14,3,6,3
57,34,1,4,3
7,8,0,6,0
51,32,0,3,4
7,60,0,10,3
11,2,2,3,2
35,16,1,6,0
15,49,0,2,3
28,53,1,0,1
1,62,0,0,5
2,10,3,1,0
18,13,1,1,4
42,55,3,3,5
59,56,2,3,4
51,26,0,8,4
46,28,1,8,3
16,42,0,10,1
51,37,2,12,0
63,7,3,5,1
40,68,3,0,0
7,67,1,7,0
54,3,1,9,3
46,33,0,8,1
46,35,2,10,2
35,6,0,5,2
22,39,0,4,3
70,34,3,8,0
65,43,2,10,4
39,9,2,12,3
12,60,3,10,3
51,47,1,10,2
45,22,0,9,5
49,19,2,8,2
40,31,2,6,5
58,62,3,11,2
66,40,2,3,1
7,52,3,11,1
31,49,0,2,5
57,59,3,0,1
32,47,1,6,4
69,18,1,8,2
69,6,2,5,4
37,29,3,4,5
65,25,3,0,4
11,38,2,12,0
3,45,0,7,1
9,56,1,12,4
53,62,2,6,1
9,0,2,6,1
19,39,1,0,4
57,34,1,7,5
56,29,0,7,5
40,57,2,6,2
17,4,2,2,3
2,2,0,8,3
15,13,2,12,2
64,34,1,4,4
19,31,2,10,5
34,60,1,1,0
54,44,1,5,2
18,9,1,4,2
43,43,0,11,3
40,44,2,3,5
37,53,0,2,1
61,37,2,10,2
45,27,0,6,1
55,52,1,7,0
26,9,0,0,1
7,23,3,0,4
25,38,0,6,4
27,10,1,11,2
40,32,3,5,5
63,49,0,11,1
3,64,0,8,1
19,8,3,11,5
56,65,0,3,1
36,29,0,3,5
0,33,1,6,0
41,21,0,4,1
8,34,2,11,3
26,42,0,12,3
14,24,0,2,5
54,18,0,11,5
22,56,1,8,0
65,53,2,2,5
53,17,1,7,2
46,39,2,7,5
50,48,1,11,0
20,26,0,1,0
65,48,1,5,2
39,50,2,12,3
63,41,0,6,0
0,55,0,1,2
42,27,3,10,1
12,68,0,8,2
1,52,1,7,4
7,31,3,4,4
70,15,0,10,4
45,4,3,9,5
35,39,1,4,1
35,37,1,0,0
62,16,2,9,0
38,13,2,0,5
69,70,0,6,1
68,59,2,2,3
6,62,0,11,5
50,12,2,3,5
19,40,3,4,1
65,65,3,10,1
69,31,2,5,5
18,55,3,11,0
15,29,3,8,0
5,37,1,8,3
43,30,3,2,0
66,35,1,11,0
57,68,1,5,1
44,63,2,0,3
53,42,1,9,4
41,8,2,11,2
13,13,2,2,5
2,48,3,1,0
8,39,0,1,5
3,48,1,7,5
20,3,3,1,1
70,61,0,1,5
16,54,2,12,0
4,26,1,10,5
9,57,0,5,2
44,61,3,8,3
70,2,2,1,3
31,1,0,7,4
59,63,1,11,5
50,31,3,10,2
38,53,3,2,2
45,37,1,8,1
49,35,3,12,5
37,29,3,9,5
30,22,2,3,5
15,43,2,8,3
43,17,2,4,4
63,6,0,9,5
14,53,0,3,5
4,35,3,6,4
45,19,3,8,1
32,54,2,1,4
42,65,2,5,0
38,46,1,1,0
68,5,1,3,2
54,54,0,6,5
39,12,3,2,1
42,55,2,4,5
61,12,1,10,0
12,68,1,6,3
43,10,1,2,3
37,13,2,0,2
59,32,1,1,3
30,7,2,0,2
44,3,1,4,4
51,20,1,4,3
67,10,2,8,1
63,35,3,4,1
19,11,3,4,2
15,22,0,1,1
12,22,3,8,2
27,0,3,6,5
46,41,0,12,5
52,13,1,6,1
31,55,2,9,5
39,42,0,11,0
8,53,2,0,1
8,55,0,0,2
0,19,2,1,4
46,14,0,4,1
47,51,3,2,3
54,19,3,12,0
35,55,3,9,2
20,1,1,2,3
27,68,2,3,4
62,27,2,3,2
36,22,0,6,2
1,19,2,11,1
37,20,2,2,0
10,33,1,6,2
57,42,2,6,5
9,50,2,3,4
26,42,0,12,1
67,12,3,6,5
0,8,3,2,4
11,60,2,8,2
35,38,0,3,3
50,23,2,4,5
0,40,0,9,3
52,55,2,7,2
70,15,2,4,1
11,8,2,12,5
28,60,2,7,1
1,0,2,10,0
69,2,1,9,5
68,10,3,0,3
12,59,0,0,2
67,50,2,10,1
51,1,1,10,1
10,48,3,1,3
64,70,2,8,3
9,25,0,1,4
5,59,2,7,2
45,59,1,2,1
21,12,2,4,1
34,70,3,11,0
54,58,2,11,3
23,62,1,10,2
26,65,0,7,5
29,48,3,7,2
44,62,0,7,0
67,32,3,2,3
54,22,2,11,1
66,44,3,1,3
29,8,1,4,5
38,18,0,3,3
34,55,0,11,2
28,5,3,10,5
28,60,3,6,3
19,67,1,8,5
61,0,2,2,5
69,10,0,5,4
25,32,3,11,3
28,58,0,12,3
0,43,3,4,3
36,42,3,12,3
61,51,0,9,3
19,0,2,11,1
2,6,1,9,2
25,43,3,7,2
61,26,0,3,5
50,8,3,12,0
64,1,2,3,3
21,54,1,12,5
32,65,0,8,2
1,56,1,3,5
40,50,1,7,3
43,2,3,7,5
49,13,3,3,4
61,21,3,0,2
18,14,0,4,4
58,57,3,7,0
29,57,1,4,2
36,46,2,12,4
29,54,2,12,5
43,43,2,8,4
27,8,3,7,0
31,35,3,2,1
4,49,3,7,3
1,15,2,10,5
63,23,3,8,0
27,40,2,1,5
1,7,3,9,4
17,65,0,11,2
62,40,2,9,5
34,32,0,5,3
52,3,3,7,0
67,47,2,5,3
14,57,1,8,0
32,0,2,6,0
41,11,1,11,3
36,29,2,3,2
19,46,1,7,4
29,30,2,4,3
35,24,2,0,0
38,56,0,4,3
50,57,1,6,5
41,68,2,8,5
69,62,2,12,5
18,55,2,5,0
9,50,3,3,5
3,23,0,0,4
31,14,2,7,2
15,52,2,7,0
50,33,2,1,2
60,19,2,10,0
47,28,1,6,3
67,41,1,0,2
25,3,0,2,5
38,35,1,10,0
53,58,2,2,1
24,50,1,5,2
23,0,3,8,4
28,22,0,5,2
4,10,0,1,3
3,2,1,3,0
42,53,1,2,1
67,12,1,8,5
70,35,1,8,0
60,17,0,5,1
44,34,2,11,0
3,59,2,11,5
59,34,1,9,1
18,59,1,5,0
49,9,3,4,2
37,21,3,2,3
60,41,2,3,0
62,69,1,9,4
0,17,1,5,0
28,67,2,3,0
12,33,0,4,3
21,68,0,2,4
8,0,1,1,4
41,53,1,2,0
36,53,2,7,2
56,23,0,0,3
46,0,0,7,1
12,41,3,4,4
12,53,3,7,5
60,18,1,9,0
53,36,3,1,4
9,35,1,9,0
33,47,1,10,1
70,23,1,2,2
23,50,3,6,3
28,36,0,6,3
37,32,0,9,0
24,9,1,2,1
8,4,1,9,2
33,24,0,4,2
44,21,3,9,3
46,24,2,4,3
45,40,3,9,4
9,21,3,12,0
18,36,1,2,1
35,13,0,8,5
33,66,1,10,5
40,2,0,4,1
60,59,2,4,0
33,5,3,7,3
43,69,2,5,3
57,50,0,1,0
51,69,0,1,4
51,18,1,7,1
38,17,2,12,2
9,34,2,7,5
31,65,3,3,2
35,38,2,11,0
67,46,0,9,2
55,0,2,8,3
25,9,2,10,5
58,19,3,10,5
52,54,0,12,0
31,53,3,10,5
62,63,3,10,5
40,65,2,5,4
14,46,0,6,5
55,6,1,4,5
15,30,2,4,5
17,44,3,8,5
70,2,1,10,2
11,21,3,10,1
27,65,0,11,2
21,32,3,4,2
14,60,2,10,0
25,53,1,4,5
59,43,0,11,1
25,34,3,8,0
65,15,1,12,3
18,59,2,2,1
60,31,0,2,3
61,28,2,11,3
0,32,1,12,5
62,31,0,2,0
30,28,3,7,1
61,27,0,10,5
14,4,3,3,5
57,57,0,9,0
40,24,1,12,1
12,18,0,7,1
20,44,0,4,3
39,42,3,10,0
28,8,0,4,4
41,37,2,10,3
59,9,2,11,1
10,23,2,2,2
6,8,0,5,0
17,60,0,7,1
10,46,2,6,1
31,0,0,8,1
17,45,3,3,2
2,14,1,5,3
8,59,1,10,4
28,7,0,6,3
14,30,0,5,2
1,39,1,3,0
17,6,0,10,0
45,44,3,5,0
47,69,0,12,2
45,57,2,11,3
6,41,3,1,4
20,8,0,6,2
52,54,1,6,5
52,45,3,9,3
64,3,2,0,3
43,25,0,8,2
34,26,2,3,4
12,60,0,4,2
53,69,2,5,5
57,49,0,0,2
0,8,1,2,4
41,68,2,6,3
2,69,2,4,2
32,15,1,6,3
63,60,3,8,2
2,35,3,9,0
26,65,0,10,4
68,52,3,7,2
48,64,3,4,3
36,39,3,7,5
22,46,0,8,3
24,47,1,9,0
33,25,3,5,3
47,52,3,11,4
48,25,2,3,5
13,18,0,4,4
5,34,2,12,5
10,13,2,7,4
56,58,0,7,5
18,0,1,6,1
57,0,2,4,5
0,16,0,6,3
36,63,0,3,3
0,69,2,10,5
34,30,3,0,2
5,5,2,11,5
18,32,1,0,0
65,32,0,7,4
36,51,1,4,4
42,66,2,8,5
36,6,0,10,3
21,61,3,8,2
13,45,3,10,5
4,0,3,9,1
2,27,3,9,2
45,62,0,11,4
1,12,1,11,5
51,48,0,11,5
0,19,2,8,2
11,65,3,6,2
30,24,1,11,1
2,64,1,6,4
33,17,2,6,5
9,19,2,2,3
8,63,0,5,0
31,51,1,2,4
40,41,0,5,3
23,18,3,1,3
31,57,2,9,2
29,62,0,12,5
48,68,3,0,4
37,19,0,7,4
1,4,3,11,3
28,49,0,6,2
66,18,2,11,2
40,62,3,7,4
34,25,2,7,4
1,20,0,3,0
37,19,0,1,0
55,25,2,5,4
52,23,2,8,4
8,67,0,8,2
44,36,0,3,0
28,3,0,11,1
41,24,3,1,0
13,1,0,2,5
20,59,3,5,0
54,65,1,5,2
40,45,2,6,5
41,56,0,4,2
47,70,1,3,2
10,61,0,12,1
16,52,3,8,1
11,48,2,9,5
63,52,3,10,3
8,65,0,9,3
44,63,0,5,0
21,4,0,4,3
58,69,2,4,5
64,21,0,4,5
67,48,1,4,1
39,16,0,10,4
49,7,0,9,4
31,50,1,1,2
30,67,2,3,3
5,6,1,9,4
53,14,3,9,3
5,17,1,5,5
32,58,0,2,4
68,64,2,8,0
48,2,0,3,2
41,12,0,5,4
40,8,1,12,3
48,34,2,12,5
66,66,0,11,4
19,22,2,12,5
43,48,2,7,0
28,68,2,4,1
39,24,0,12,1
15,4,2,0,1
69,19,3,9,1
29,16,1,0,0
50,46,1,10,4
42,60,2,2,2
0,63,0,10,3
29,23,2,10,5
28,15,2,5,4
44,46,0,7,4
64,0,1,1,4
24,26,3,12,4
31,41,1,10,0
17,14,3,8,2
10,48,3,6,4
68,27,1,7,0
46,8,2,2,3
4,48,1,0,1
4,19,1,4,1
50,40,0,12,1
52,51,3,10,2
63,63,3,9,3
67,35,2,12,1
37,56,0,8,3
23,23,1,5,5
42,38,3,9,0
56,70,2,8,3
49,32,2,7,4
54,23,1,6,4
41,25,1,0,1
49,55,2,0,0
17,49,2,6,3
65,56,2,5,3
22,50,2,3,4
42,69,0,2,5
40,12,3,10,5
22,43,3,7,3
70,13,1,5,2
46,53,3,11,5
24,27,3,2,3
16,56,1,0,3
53,42,3,10,2
56,8,3,12,1
62,58,3,0,4
50,5,3,4,5
23,58,3,12,3
50,22,3,10,5
62,10,2,8,1
23,53,2,10,4
41,5,3,10,1
22,38,2,11,1
34,61,0,6,0
23,18,2,10,4
57,19,3,6,5
17,66,2,9,5
22,16,2,7,2
50,47,2,2,5
63,57,1,7,0
53,59,0,9,4
35,13,0,11,2
11,29,0,11,3
12,64,3,11,2
66,17,3,9,5
1,43,1,11,3
65,28,0,7,3
14,44,2,1,2
46,16,2,10,1
36,54,0,7,4
21,39,2,6,5
55,17,2,4,1
9,54,2,11,0
44,14,3,8,4
40,32,3,5,2
45,69,3,4,5
25,27,3,12,3
62,32,3,12,3
23,47,2,1,4
34,35,0,9,1
35,34,1,12,0
34,49,0,3,0
48,32,2,12,4
66,64,1,2,4
22,5,2,3,0
8,6,0,9,0
22,44,2,10,3
67,24,3,10,0
20,22,3,1,4
35,69,1,5,3
38,55,2,7,4
21,15,2,4,1
