A,B
47,21
32,58
68,65
54,49
35,40
39,24
26,63
7,32
60,22
12,55
40,50
67,12
27,45
34,55
27,60
42,35
65,33
36,8
20,50
62,16
21,23
47,35
69,47
39,14
4,36
39,46
32,64
68,10
49,3
67,69
22,48
37,18
31,59
45,67
26,11
31,45
48,45
17,46
59,34
55,54
36,13
53,29
68,22
61,44
28,3
11,51
70,11
38,64
27,30
64,25
65,34
59,7
41,27
58,65
38,70
19,60
69,54
46,30
0,42
33,42
27,47
51,62
70,7
43,29
18,39
18,48
53,30
30,52
31,44
65,20
20,30
30,32
50,31
7,58
2,15
69,49
65,4
34,39
33,57
53,4
57,61
50,25
10,42
57,65
3,39
49,58
12,28
64,11
54,53
7,35
47,33
0,51
23,20
15,5
38,20
13,66
45,25
37,65
51,52
35,4
5,20
26,31
39,12
26,15
44,40
65,33
49,67
46,7
49,13
57,9
21,13
20,63
45,12
42,12
13,48
33,15
66,55
45,9
33,69
29,33
30,43
31,63
6,12
55,33
0,7
65,38
34,30
66,67
47,36
1,12
35,3
47,15
41,40
61,29
63,12
26,36
28,43
50,47
49,42
21,5
52,45
47,1
49,51
25,60
63,55
14,26
53,4
70,12
22,40
23,37
35,43
43,67
39,28
57,16
62,4
40,14
25,14
57,20
17,64
46,11
57,70
3,47
47,31
16,47
3,33
6,63
35,42
25,61
65,0
50,1
36,70
61,60
14,10
35,13
61,60
18,48
21,65
47,18
19,15
5,16
41,43
65,12
5,56
65,47
64,35
29,31
59,66
69,2
43,18
3,64
6,18
59,61
18,65
4,60
33,68
57,17
22,2
30,46
29,9
49,50
7,47
9,15
19,32
33,14
68,33
7,15
62,52
45,56
57,48
27,51
9,42
17,24
52,1
16,45
4,52
1,44
24,53
48,14
0,48
51,4
14,68
33,18
15,68
35,49
57,13
20,58
21,37
7,2
20,22
60,8
61,17
26,13
67,21
5,12
11,2
33,33
41,48
58,68
46,69
17,54
50,51
18,39
20,5
57,4
13,22
9,49
27,61
11,27
1,35
25,25
46,31
22,35
63,28
13,15
31,44
9,68
11,25
22,37
32,65
38,5
8,12
20,40
69,41
4,61
4,32
51,40
25,56
22,59
2,54
30,47
23,8
42,35
32,12
18,62
28,15
44,45
69,55
55,27
8,61
60,62
44,28
34,67
11,9
46,9
8,3
25,9
67,41
12,44
44,43
1,26
39,26
67,7
50,63
35,9
65,40
55,19
52,66
65,27
20,26
65,9
9,48
1,54
41,51
53,46
3,15
69,25
49,17
28,63
25,41
66,59
41,19
64,5
36,0
48,61
67,53
15,27
41,63
16,43
3,59
53,27
7,9
43,31
25,44
70,16
7,42
0,42
31,35
31,39
25,40
27,14
49,21
31,29
41,43
6,15
22,53
64,67
33,66
0,25
2,2
49,13
63,2
70,13
26,11
44,18
46,55
42,43
66,67
22,2
28,20
12,14
63,37
31,27
7,51
6,66
21,57
17,63
21,22
49,39
37,13
37,35
39,45
64,19
54,3
20,49
19,33
62,9
18,49
4,60
48,19
55,10
46,18
52,31
34,19
17,58
63,58
20,64
67,68
19,30
5,9
47,55
2,8
30,31
26,33
66,24
22,50
30,44
9,32
25,5
2,52
32,59
45,65
38,19
63,3
54,7
64,4
56,0
46,57
49,22
47,51
48,32
38,6
49,34
8,63
26,34
2,24
53,38
69,15
5,32
15,62
48,29
45,35
55,17
33,2
2,17
26,2
10,24
50,27
11,63
12,40
8,31
17,57
2,38
64,4
17,28
10,61
45,54
2,19
66,4
48,57
1,3
12,15
67,5
60,57
54,60
18,35
9,20
31,10
13,65
29,18
58,16
33,27
2,31
25,60
34,17
24,62
28,17
2,15
33,66
31,70
38,27
57,21
68,64
56,51
12,69
5,23
57,16
3,47
13,57
55,48
51,16
53,30
68,65
51,52
19,48
45,40
20,15
22,56
48,22
49,53
2,4
64,56
62,69
59,47
68,42
36,27
12,70
28,11
32,12
26,45
54,24
6,61
2,0
61,1
11,5
2,30
11,67
24,3
11,5
44,3
33,33
17,15
43,7
10,39
10,38
65,67
47,17
27,12
6,66
27,6
30,65
53,14
8,47
39,68
56,7
34,51
67,8
25,42
17,69
55,65
26,69
37,41
54,24
45,27
9,10
25,53
29,51
67,43
32,18
13,3
69,61
59,21
57,47
29,20
53,47
37,6
65,42
10,5
32,60
59,51
62,46
52,66
55,15
70,36
39,20
13,50
49,17
58,9
24,46
59,34
4,65
29,38
10,12
55,67
36,39
37,49
9,29
65,36
11,39
6,17
59,25
53,10
0,61
6,70
10,1
8,35
7,13
49,63
55,38
8,45
62,42
41,36
57,68
18,62
48,52
54,55
13,23
31,50
16,55
20,47
66,35
60,28
47,8
46,0
25,26
34,3
3,46
33,57
7,31
50,32
2,48
52,68
11,2
67,33
7,37
50,13
62,47
17,19
1,30
31,5
49,47
21,53
37,52
52,10
36,34
12,37
5,16
54,1
38,19
8,57
47,54
68,21
12,30
50,28
32,55
26,31
61,39
28,13
28,68
10,70
20,58
20,41
5,14
27,16
18,67
61,15
25,24
14,56
27,54
56,5
32,33
30,22
34,62
12,52
65,20
50,3
29,42
9,45
65,67
6,62
31,15
24,6
11,19
48,12
12,70
36,55
8,53
49,57
16,67
6,14
21,34
41,21
19,42
70,48
23,20
18,47
6,62
31,60
63,46
20,18
55,6
16,40
24,69
67,42
58,45
70,56
42,39
23,11
13,4
63,14
9,49
61,29
11,28
23,66
35,68
12,42
62,20
8,18
41,22
64,19
18,8
60,27
50,27
50,6
31,51
7,54
12,62
55,52
32,54
70,26
16,47
7,61
20,66
26,40
21,34
41,7
44,68
41,33
64,12
46,36
54,70
20,8
9,8
8,27
52,26
60,11
15,43
42,68
70,30
14,36
62,22
9,45
16,24
28,21
13,1
58,7
56,63
5,36
70,17
27,34
24,20
34,53
39,48
35,2
12,2
60,53
6,21
32,57
22,61
68,0
68,63
3,10
37,40
53,3
43,43
14,5
34,60
6,46
41,24
33,13
51,41
25,0
59,25
58,16
6,68
19,20
19,45
2,33
56,4
3,28
3,29
12,57
31,70
51,29
29,45
10,67
1,42
67,32
47,59
57,68
55,60
21,12
17,44
16,38
3,7
58,3
48,39
27,62
59,41
0,63
44,39
17,21
4,24
64,58
34,17
56,42
48,68
49,67
42,56
64,55
38,25
52,17
20,63
59,59
12,5
35,11
12,32
38,31
1,5
2,68
32,17
27,23
7,35
30,6
42,36
67,40
15,39
32,30
40,8
68,43
67,23
68,21
48,36
4,59
60,54
8,55
36,5
15,9
64,60
64,5
59,57
30,52
68,38
39,51
35,32
40,70
4,48
58,54
68,11
1,25
10,28
49,57
52,59
55,48
70,21
46,28
60,21
41,46
36,25
36,8
48,46
31,9
11,65
34,21
40,23
37,52
70,12
1,21
47,56
69,5
14,0
57,37
66,13
50,52
53,66
68,48
20,69
21,69
65,3
68,2
11,15
32,6
56,66
43,2
30,58
68,60
59,57
49,8
19,53
45,17
38,49
16,68
25,50
57,37
15,37
4,40
7,31
14,29
55,37
20,39
26,49
13,53
39,23
54,67
0,27
8,27
14,53
51,25
36,30
66,55
62,59
50,44
41,0
34,14
49,63
0,33
38,17
9,3
31,60
17,28
17,62
16,66
64,36
42,64
57,27
48,28
28,9
14,5
7,67
40,66
8,46
38,43
57,17
39,47
44,4
32,52
20,34
56,1
8,0
23,21
33,29
70,30
2,36
36,55
3,38
52,43
2,41
64,23
21,68
53,24
57,1
37,63
41,51
41,57
60,59
54,16
21,31
63,55
8,49
9,1
13,64
22,8
52,0
37,58
31,11
58,38
6,53
51,36
61,39
41,67
28,1
23,46
63,24
6,47
68,16
33,39
64,9
70,13
58,58
43,1
38,47
56,62
67,43
26,8
21,10
30,65
45,69
49,6
54,44
37,36
1,37
26,40
30,11
44,10
37,56
19,48
47,34
46,22
34,27
47,6
57,46
70,10
26,6
16,12
63,66
43,55
6,44
25,28
47,6
18,16
29,3
22,59
13,48
25,63
49,61
9,8
58,36
63,32
29,57
13,17
21,61
24,39
23,70
29,37
38,4
51,67
59,32
64,66
21,51
11,8
19,61
6,40
37,16
3,33
13,1
20,40
15,67
55,39
49,39
6,66
0,31
59,30
27,61
70,68
44,29
18,50
17,54
55,4
38,3
41,62
66,43
55,49
40,47
21,66
43,58
23,43
3,3
66,10
60,25
44,36
34,16
56,48
51,35
35,31
41,1
20,29
4,70
41,29
57,3
58,68
27,7
40,60
56,19
36,1
36,38
26,42
7,61
6,18
36,65
5,23
10,52
58,67
52,58
15,4
24,40
33,66
46,9
47,22
59,60
28,14
19,34
48,49
69,43
67,12
8,16
60,64
37,51
67,25
20,6
54,62
16,19
19,1
70,62
0,57
62,67
25,38
57,43
53,28
37,61
12,62
63,7
32,33
7,40
25,62
38,38
54,68
41,69
41,20
62,47
42,63
65,54
57,53
32,62
37,30
45,66
49,5
50,40
45,8
23,50
69,11
70,21
52,59
59,52
24,65
48,16
44,41
13,58
31,19
39,18
4,15
25,34
46,0
35,64
62,62
54,25
29,25
11,21
26,15
10,67
43,48
27,19
51,29
16,26
8,30
50,5
8,16
9,7
38,17
60,31
20,60
46,50
15,49
0,38
0,22
29,34
57,53
50,34
43,46
65,61
57,46
49,9
51,65
56,21
30,37
13,54
0,1
54,66
55,12
62,25
55,53
46,1
9,27
22,1
67,14
7,17
56,23
61,45
30,41
39,10
6,41
57,17
62,60
48,62
47,58
42,13
7,26
64,9
40,24
2,22
65,11
33,26
7,44
41,47
15,68
60,49
30,5
13,6
19,50
40,44
5,12
10,54
29,21
51,31
69,2
36,16
14,57
26,39
0,17
2,63
47,43
60,45
52,27
45,69
48,20
34,23
65,36
51,68
64,63
51,18
46,58
10,8
18,13
45,9
54,69
64,66
4,41
46,41
43,6
11,65
62,45
43,41
38,31
10,20
47,39
13,15
33,17
54,65
22,30
49,15
47,55
62,15
50,13
39,44
28,15
63,69
31,4
25,33
59,12
29,35
1,6
12,51
51,58
25,20
41,18
12,64
65,63
41,7
39,62
43,37
16,31
43,16
63,4
45,23
35,67
58,12
30,70
43,35
54,49
53,3
32,64
23,42
17,53
24,45
56,30
25,42
63,54
56,54
5,7
39,7
34,48
48,32
69,67
46,37
1,63
0,65
13,7
63,23
38,22
1,60
33,25
0,51
65,49
41,19
30,33
38,25
49,40
70,65
65,19
9,48
41,41
69,61
4,2
10,19
15,45
30,67
28,22
66,17
29,69
51,7
56,59
15,12
33,22
70,43
68,24
47,1
62,66
30,28
48,48
24,34
61,4
66,70
11,25
63,12
31,47
35,30
26,44
26,47
59,40
27,66
47,51
33,22
34,8
69,53
6,29
11,49
70,28
68,67
10,69
33,68
18,34
18,59
63,57
34,48
53,0
54,54
19,23
39,24
45,47
32,63
59,40
46,42
54,32
45,40
12,48
48,21
6,10
0,17
39,22
58,24
22,38
54,50
9,8
49,62
68,9
21,68
63,24
20,36
53,35
39,61
40,15
55,3
56,69
48,28
37,0
62,23
43,49
13,5
9,4
43,42
49,65
33,19
38,29
32,26
30,12
51,53
65,41
44,40
20,10
68,24
21,0
2,39
39,8
8,68
2,41
23,9
23,34
55,19
12,28
41,10
49,29
43,38
61,28
57,35
50,52
38,58
21,41
65,7
45,29
32,57
47,31
14,59
47,29
30,50
26,30
24,68
65,8
34,23
39,34
66,32
66,28
37,66
34,21
26,11
51,6
35,10
21,69
14,45
43,59
23,53
3,17
10,58
67,4
60,43
31,60
3,68
11,67
56,64
35,69
24,8
50,22
45,24
10,1
46,45
3,13
57,64
47,41
43,12
26,57
60,39
29,34
9,14
52,47
62,49
67,17
44,67
25,23
45,70
3,14
44,23
4,67
54,48
55,8
32,47
69,61
30,11
54,45
39,62
26,48
47,23
41,7
64,57
33,25
67,22
58,70
41,37
32,5
15,3
37,13
8,1
23,7
15,5
2,46
7,4
65,51
54,39
44,38
56,54
13,6
47,42
13,68
16,60
36,65
2,39
27,11
39,18
65,25
54,63
27,4
60,7
40,65
69,32
68,26
13,45
27,64
69,52
33,60
2,8
26,52
33,63
15,39
37,33
26,4
39,24
28,51
70,40
35,43
13,58
12,51
23,33
19,68
57,8
62,51
70,15
24,47
8,35
52,48
56,55
40,11
20,55
8,24
31,3
48,67
65,43
21,34
25,13
33,31
36,32
48,30
30,33
3,44
6,69
65,29
15,35
62,4
9,62
32,12
12,4
66,3
26,46
25,45
62,25
12,12
9,70
25,54
50,4
3,11
0,44
52,65
47,41
58,25
33,43
52,56
70,9
7,64
58,12
1,8
14,52
29,38
31,67
27,5
64,65
7,19
7,7
1,12
28,53
64,41
48,10
35,52
47,0
30,32
68,14
4,1
44,52
33,20
19,16
6,66
33,29
31,42
42,20
70,13
70,52
10,27
66,56
50,32
4,7
19,32
9,48
59,70
23,27
47,37
14,32
58,25
35,51
24,38
14,28
43,31
4,8
47,40
1,8
70,55
12,64
39,40
23,57
18,25
68,58
20,47
28,30
64,16
7,61
31,64
19,54
42,11
27,13
36,23
45,26
64,5
1,33
9,20
20,52
3,63
18,22
30,5
61,15
39,29
34,66
5,51
14,6
6,42
16,66
20,3
55,41
51,0
32,38
66,4
39,26
14,12
34,28
1,31
29,21
70,48
58,5
50,21
11,28
31,29
65,26
7,5
70,30
54,42
44,11
32,33
31,56
11,1
3,63
45,23
30,25
62,13
37,35
34,28
9,66
16,31
39,23
69,42
16,70
64,64
46,25
41,57
46,31
25,59
13,59
1,20
37,5
34,25
33,21
42,57
24,59
23,29
46,60
47,40
7,15
50,12
58,69
52,2
63,22
35,69
52,26
42,28
23,14
40,24
17,25
23,3
25,52
7,19
58,14
36,36
13,55
62,39
64,4
0,0
55,11
18,38
68,3
41,48
24,66
3,44
52,65
2,8
35,28
66,51
37,29
60,64
52,12
7,53
68,9
62,0
4,24
6,0
59,20
60,37
44,34
63,5
44,2
45,23
7,56
35,65
31,31
34,65
42,21
28,36
18,48
29,37
54,46
5,34
6,32
54,24
70,40
46,60
42,15
26,54
6,15
52,5
16,60
54,3
20,42
5,27
49,20
45,52
36,5
35,2
16,47
15,27
67,0
51,44
66,33
0,39
60,57
66,20
20,50
40,36
7,37
58,66
8,18
68,13
14,32
58,24
61,62
47,40
47,65
17,19
67,44
52,2
12,22
18,42
18,62
31,18
18,47
69,64
59,46
65,24
0,44
6,59
45,64
68,40
51,28
6,52
16,56
13,35
30,60
8,34
46,59
25,48
35,51
52,66
38,46
45,53
10,16
50,41
46,46
65,8
9,62
32,45
4,22
60,27
6,20
20,47
50,8
53,70
40,3
56,41
0,24
49,46
32,21
53,0
3,42
25,24
31,18
18,51
5,20
52,24
20,16
65,35
37,47
23,31
21,33
25,40
40,23
49,0
64,13
30,70
47,47
10,60
51,42
39,66
17,15
26,13
70,35
64,27
33,12
59,35
28,29
13,8
38,51
61,23
37,20
39,30
15,57
52,28
37,29
41,63
22,21
4,24
55,40
65,8
59,62
24,53
1,18
40,46
59,35
52,60
10,9
60,8
65,39
38,26
62,48
19,57
44,15
19,49
7,66
36,19
46,7
28,34
47,42
47,47
8,19
32,8
69,31
25,23
44,59
62,49
3,45
48,39
16,67
35,68
61,19
41,50
67,23
3,2
20,54
3,13
13,59
20,30
70,70
30,33
13,6
7,45
23,3
43,52
49,20
21,63
51,3
62,6
1,18
66,56
32,28
1,17
18,38
33,20
48,44
11,67
9,31
57,42
29,36
15,31
51,51
44,38
25,62
64,5
53,59
52,54
4,69
68,34
11,20
64,13
63,7
0,23
66,22
54,23
57,23
53,31
24,43
13,65
19,50
66,42
12,41
51,59
25,60
6,3
70,40
21,30
2,69
43,8
48,66
30,15
28,9
57,7
62,44
30,20
59,0
40,27
23,13
50,19
55,45
15,33
24,24
25,62
24,17
55,26
53,69
4,0
25,61
61,43
16,19
70,20
10,31
37,12
42,54
61,29
44,40
7,46
60,41
5,46
21,36
63,70
42,51
68,62
63,10
34,15
36,20
63,25
23,57
4,63
61,44
34,12
2,28
21,62
65,66
24,45
17,45
21,11
37,54
12,35
1,42
64,35
65,40
67,35
23,41
33,48
50,30
50,55
32,22
6,16
23,58
55,3
45,28
38,56
52,70
56,58
33,55
54,5
35,3
44,7
13,11
52,5
9,34
59,47
29,6
50,17
21,34
62,2
66,51
55,20
61,18
16,30
64,54
56,32
64,63
26,53
7,43
66,56
60,36
52,28
65,38
9,61
11,13
38,57
0,43
48,65
29,56
25,16
60,52
29,61
13,62
55,34
45,39
35,69
10,4
16,12
6,4
64,28
55,67
53,32
23,4
62,64
46,67
56,3
58,31
32,49
0,6
68,5
59,46
18,39
13,34
63,37
55,21
18,30
15,65
49,13
46,20
42,5
64,65
39,0
1,33
17,47
15,18
31,4
66,28
65,24
52,15
7,1
10,54
16,21
11,63
59,38
41,68
36,6
38,45
33,68
38,4
2,43
61,6
22,0
18,47
54,13
70,59
12,42
53,8
16,69
32,14
13,24
59,32
39,28
57,3
63,50
51,27
44,32
56,20
44,39
60,38
46,70
31,45
0,50
27,63
62,17
4,62
14,52
68,4
2,46
25,52
16,3
60,48
55,52
12,69
64,8
68,19
50,64
11,35
7,69
52,23
59,66
32,44
38,32
36,16
3,4
7,34
38,53
32,38
26,59
52,22
14,13
48,43
43,36
36,50
21,43
27,19
35,24
49,27
63,68
9,16
11,6
25,35
44,28
28,49
11,24
36,28
69,68
66,53
54,44
25,8
50,69
16,41
66,21
27,52
19,5
25,38
31,9
21,60
0,2
2,10
28,28
9,1
31,58
12,3
64,64
42,4
30,66
6,48
9,70
43,33
4,20
32,17
1,70
39,3
15,4
47,14
60,65
28,62
69,17
18,1
6,53
66,33
9,32
22,19
40,9
21,41
70,44
43,37
1,33
24,64
39,15
6,18
17,8
29,0
16,36
27,43
62,25
5,23
64,59
20,49
2,58
62,44
63,33
4,52
11,52
56,32
43,5
31,44
5,50
37,23
36,13
69,35
27,22
55,37
18,65
68,17
40,38
10,6
48,40
12,0
50,1
40,11
20,61
7,5
20,40
47,61
4,15
57,8
22,7
3,26
37,44
48,47
26,4
12,57
21,29
32,59
3,51
9,11
51,38
42,57
0,68
48,67
20,34
51,67
11,0
27,57
20,0
24,4
40,67
19,19
19,28
69,26
47,7
59,64
11,14
2,31
9,24
70,43
10,52
22,34
26,36
3,27
46,23
26,21
47,32
28,2
26,50
17,11
59,21
64,38
20,10
19,26
30,52
2,12
4,57
50,44
19,20
18,51
61,15
8,8
16,30
57,0
0,53
57,3
60,12
44,36
63,63
66,0
46,1
61,10
20,25
39,45
38,35
42,52
54,42
16,42
12,19
10,28
14,23
29,46
53,37
18,59
33,17
51,5
18,47
61,30
51,11
35,52
7,18
58,53
10,8
20,69
13,60
9,0
45,55
66,62
21,21
8,6
53,57
18,54
44,11
58,58
16,46
3,3
41,50
23,6
21,32
41,23
0,60
17,5
51,67
69,20
16,15
67,24
70,60
0,9
10,19
56,35
23,20
24,59
34,37
53,10
52,53
54,16
9,65
7,22
61,20
53,54
3,48
53,64
9,57
4,19
41,55
0,68
49,58
31,17
29,48
7,49
11,53
46,66
17,7
25,40
53,35
26,37
51,42
6,39
46,63
10,15
54,21
43,57
9,52
26,1
31,45
10,8
40,22
4,20
68,16
51,69
58,29
43,46
12,36
28,46
45,68
46,60
1,54
6,67
47,57
69,39
7,41
34,0
45,50
12,27
8,62
41,40
39,8
45,1
3,40
56,35
65,32
1,52
14,25
67,59
53,56
41,33
44,31
2,4
19,1
21,57
38,11
15,7
41,32
22,6
27,23
11,6
30,33
1,23
49,22
38,27
11,37
51,64
55,18
55,62
47,21
11,39
5,17
63,3
49,44
4,38
11,35
16,27
37,31
42,48
4,7
10,60
38,34
44,54
9,60
51,13
5,26
67,36
21,35
60,45
5,22
12,24
68,44
59,48
66,29
31,25
56,67
26,58
40,20
25,34
13,24
5,4
39,64
31,29
14,14
17,48
39,63
44,26
2,63
17,41
15,38
47,48
5,50
26,18
51,70
53,0
30,8
29,7
10,12
23,69
51,14
9,12
62,56
64,40
32,59
21,42
61,53
28,2
51,0
53,23
38,16
35,53
1,20
25,8
43,68
3,55
34,14
59,12
35,28
27,38
50,37
1,4
32,9
31,69
29,25
48,44
21,13
31,69
27,8
58,10
8,1
9,64
4,27
56,56
48,36
16,28
17,9
47,12
7,49
0,32
36,28
5,64
66,40
67,43
28,10
34,41
26,41
44,60
48,63
10,35
54,68
14,32
16,60
70,68
32,10
33,8
49,26
52,38
9,63
39,1
1,56
58,9
61,48
57,10
62,8
67,24
6,68
58,37
37,3
22,8
65,58
22,35
33,13
20,62
64,65
42,46
30,33
20,50
39,48
2,40
11,58
39,44
39,49
53,3
39,7
62,53
32,30
25,3
59,51
45,44
53,16
69,61
35,48
57,65
13,69
9,60
62,42
41,35
23,12
39,60
22,12
3,7
16,11
7,23
66,5
36,16
19,17
29,54
67,34
46,50
53,31
27,66
3,44
32,47
44,28
48,65
20,31
68,39
46,64
53,48
64,31
50,22
41,8
7,32
34,61
5,46
64,14
49,22
29,12
66,28
65,23
14,27
40,47
18,68
15,48
19,64
46,64
45,65
23,44
28,65
34,12
52,65
41,22
0,32
23,35
25,59
21,13
18,44
61,39
59,50
33,59
36,48
14,35
32,21
52,12
47,26
67,12
59,11
70,24
35,10
47,13
48,32
23,27
29,61
23,45
62,9
6,70
59,9
8,9
58,58
26,23
56,22
46,55
46,16
63,21
64,27
25,68
48,53
56,36
29,18
56,56
15,41
27,43
1,9
23,35
57,65
47,26
15,45
1,8
52,28
3,12
42,59
54,18
12,60
45,18
63,46
51,28
52,35
61,66
69,47
33,12
13,56
29,70
63,29
66,26
3,19
36,63
65,14
10,18
63,5
13,65
55,42
52,42
48,18
31,52
53,44
68,26
29,70
27,2
55,67
0,39
27,23
48,46
66,26
17,7
63,70
7,48
25,41
69,8
29,30
65,62
23,13
69,24
41,60
19,46
55,26
67,49
67,69
2,26
4,13
27,31
51,16
50,58
58,42
46,11
28,25
61,39
30,31
5,70
66,57
48,23
56,11
26,28
53,1
34,25
32,63
63,14
37,29
45,8
41,24
52,38
59,4
35,14
18,3
64,66
14,11
59,61
31,69
44,62
11,37
6,69
59,39
1,17
63,17
39,11
51,46
51,1
5,43
58,35
64,64
15,12
25,10
6,19
39,23
43,52
18,40
4,38
67,43
47,15
42,11
68,37
28,30
23,8
15,34
35,10
5,42
2,65
5,33
0,49
67,43
32,21
32,0
60,14
26,42
8,10
23,66
16,68
39,23
39,27
65,63
12,1
40,4
57,2
59,1
27,60
30,37
9,17
8,11
29,55
7,10
39,41
2,29
32,24
44,15
34,19
40,0
0,37
68,40
58,27
46,31
55,5
10,46
51,30
46,69
40,60
5,7
43,38
45,62
34,55
0,16
64,7
32,61
31,58
0,9
2,48
67,31
42,9
66,22
20,36
23,35
31,18
33,25
43,63
35,26
2,10
45,50
63,31
52,50
24,11
14,30
29,55
17,44
64,58
19,15
15,42
8,28
26,8
56,5
5,3
28,8
43,54
68,64
53,51
56,9
58,35
35,24
6,69
29,1
52,37
5,37
52,44
14,36
18,21
54,13
69,51
68,30
56,23
25,63
66,28
20,22
10,9
24,7
48,13
62,9
63,52
50,25
70,26
33,7
21,25
64,36
40,49
38,43
53,1
6,51
19,30
16,26
36,66
0,70
67,70
60,37
43,20
69,66
3,20
11,19
65,19
70,9
29,53
17,57
28,34
0,58
47,8
30,9
4,6
29,64
44,30
55,23
30,48
65,16
15,45
3,12
24,11
64,5
29,37
68,46
26,29
36,46
61,16
14,18
8,43
41,4
15,46
18,64
57,40
45,52
49,3
49,13
23,51
42,24
46,62
48,55
57,30
41,39
6,52
34,17
4,3
61,40
29,41
13,49
44,66
34,11
35,47
52,41
46,14
23,63
49,46
69,19
28,25
3,60
21,26
31,42
52,45
61,31
5,47
15,69
53,21
24,26
3,11
4,53
41,19
59,33
38,65
68,45
6,16
41,25
65,49
59,57
64,66
9,12
12,33
25,30
11,43
39,24
46,52
68,14
15,38
46,31
57,12
61,52
23,28
65,68
22,2
10,1
22,26
57,1
38,69
35,64
10,61
22,62
60,10
27,43
60,0
26,6
30,59
28,24
24,55
25,70
53,42
11,58
14,26
4,54
8,54
66,30
65,30
30,50
29,48
53,29
5,3
29,30
63,7
2,48
65,36
8,39
57,23
63,54
16,16
17,9
68,34
3,2
70,35
58,64
23,58
67,7
34,9
54,6
29,40
31,10
43,51
45,62
48,36
12,34
14,31
43,50
20,44
64,69
40,18
51,29
40,14
25,7
55,64
6,9
64,46
14,42
26,56
65,15
10,0
36,64
62,60
29,66
70,48
50,34
23,0
27,61
21,17
51,17
65,24
5,0
26,25
45,22
40,46
44,23
40,34
41,66
23,37
60,36
32,61
43,24
2,8
32,24
31,20
0,65
30,41
42,43
7,18
68,47
39,2
49,50
19,67
67,16
51,11
24,8
6,64
7,21
64,54
53,48
52,55
18,47
43,46
6,62
26,8
63,12
66,61
66,58
9,68
2,22
42,25
38,68
47,59
65,4
44,41
65,6
46,38
20,41
49,16
18,53
54,16
38,58
23,50
40,39
27,41
49,32
36,32
62,40
2,40
3,31
12,65
34,57
32,30
40,45
33,6
7,59
68,37
22,52
7,48
10,3
28,12
5,70
51,61
32,41
36,58
36,56
28,0
70,6
49,47
59,7
67,44
21,22
0,56
43,4
68,12
63,48
52,16
11,26
34,3
49,64
25,10
41,29
20,22
6,49
19,15
4,63
19,69
25,23
38,58
65,68
60,50
52,56
61,9
37,37
30,66
49,70
18,64
42,46
27,46
27,44
51,25
56,4
16,30
56,3
36,45
3,43
49,68
32,9
4,39
59,14
63,51
68,41
27,27
18,8
22,3
2,55
5,44
60,40
27,48
6,62
14,25
46,58
17,56
11,57
5,48
24,38
50,20
42,27
31,49
9,56
18,38
25,40
8,48
3,19
43,9
3,11
69,61
29,67
52,18
54,10
30,41
39,69
64,40
60,11
52,58
20,2
18,51
58,10
45,55
1,28
28,31
23,29
34,11
49,4
58,1
38,29
58,49
52,6
34,48
59,18
39,35
44,63
7,8
25,44
5,15
58,29
16,27
63,23
59,60
37,69
53,69
58,27
53,23
1,21
14,46
17,23
27,42
21,51
65,10
30,19
0,56
57,5
53,37
6,55
42,11
62,39
31,13
63,59
6,65
51,63
33,10
11,15
24,0
32,37
65,59
26,46
64,5
50,15
22,65
35,52
62,46
48,58
24,2
20,67
4,39
31,42
26,54
54,25
4,31
63,66
33,5
22,12
27,60
55,25
5,29
67,4
42,36
35,62
32,46
12,17
38,59
19,39
59,1
37,11
68,19
67,31
57,55
38,37
43,19
24,5
12,52
53,36
66,57
46,5
7,55
61,37
35,41
61,57
55,20
13,14
56,62
52,52
20,39
5,5
59,12
38,34
51,58
37,61
13,21
56,32
42,2
44,39
61,53
61,27
1,23
14,0
11,62
59,10
10,30
10,69
32,64
67,32
35,53
69,29
56,33
38,53
54,1
62,31
60,29
26,7
0,10
0,52
50,50
9,61
55,8
29,43
65,30
3,37
35,62
22,45
43,57
19,45
68,15
16,55
11,53
7,30
14,34
2,40
55,38
9,48
52,30
37,37
36,4
16,54
51,26
22,69
59,22
29,7
58,10
39,37
12,8
2,63
9,10
63,43
40,69
50,16
39,65
31,7
29,19
26,52
12,36
45,12
13,3
61,61
23,30
28,28
4,30
38,12
11,10
46,20
11,46
50,58
62,38
54,61
23,62
30,26
63,66
17,2
25,59
7,39
3,21
26,50
59,69
18,13
23,68
64,56
52,9
62,50
22,65
43,13
70,6
29,27
13,70
12,0
49,3
65,9
50,35
32,0
0,56
58,29
14,57
9,28
65,16
47,26
66,22
0,67
36,68
45,66
45,69
23,1
35,15
36,55
34,15
34,40
58,20
61,66
54,26
26,54
23,64
37,67
12,58
22,63
51,59
49,37
5,53
38,58
7,62
19,38
15,62
70,43
41,40
52,36
25,41
64,63
21,62
22,53
6,37
68,52
29,5
33,0
23,45
47,2
23,8
8,57
11,44
44,38
29,3
1,50
62,24
16,7
31,42
45,12
27,48
62,70
42,27
41,2
65,0
44,17
20,46
17,47
6,28
64,23
2,22
4,65
66,22
36,20
30,28
30,29
33,4
64,29
7,27
66,46
65,68
17,8
53,39
18,3
21,24
70,60
11,30
6,52
43,56
22,10
30,59
7,61
42,45
52,27
67,32
31,6
45,5
67,6
0,35
45,35
62,6
11,49
17,70
70,69
41,60
22,13
58,20
10,58
23,23
40,57
47,41
63,65
17,32
34,12
26,62
